what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411760724453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411760804396
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411760810322
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411760814241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411760820526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411760944173
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411760952921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411760962647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411760963233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411760972414
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411761006882
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411761008885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411761023371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411761023521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411761052180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411761052339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411761099908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411761100070
